Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2018-09-27,Dinner,1056.0,45.6,12.7,6.1,0.0,0.0,154.0,1283.0,2126.3,103.9,18.2,6.8,62.0,20.1,275.4,18.2,38.1,
2018-09-27,Snacks,970.0,46.5,8.9,2.0,5.0,0.0,0.0,1815.0,400.0,112.5,15.0,34.0,32.5,0.0,0.0,0.0,22.0,
2018-09-28,Breakfast,258.8,13.2,2.1,0.0,0.0,0.0,0.0,113.2,429.6,30.4,4.7,16.8,6.9,0.0,16.8,0.0,4.4,
2018-09-28,Lunch,313.0,10.4,4.8,0.0,0.0,0.0,23.5,208.0,0.0,44.3,0.7,2.3,11.9,3.2,0.0,3.2,9.6,
2018-09-28,Dinner,972.5,47.8,14.7,8.2,3.4,0.0,171.7,1993.2,366.3,77.4,10.1,31.0,59.4,41.7,441.2,28.0,37.0,
2018-09-28,Snacks,974.0,43.3,6.2,4.0,10.0,0.0,0.0,1060.0,800.0,126.0,16.8,58.3,28.5,0.0,0.0,2.8,17.6,
2018-09-29,Breakfast,639.8,26.0,3.9,0.0,0.0,0.0,0.0,443.7,677.6,82.5,15.4,18.9,24.2,0.0,16.8,0.0,19.6,
2018-09-29,Lunch,346.8,20.8,10.4,0.0,0.0,0.3,62.8,923.0,0.0,21.8,0.0,1.9,17.3,3.2,0.0,3.2,9.6,
2018-09-29,Dinner,968.7,46.4,17.5,4.2,3.7,0.0,551.5,1576.7,425.6,54.6,1.9,12.6,62.3,30.7,4.9,33.7,39.3,
2018-09-29,Snacks,1957.2,77.0,22.9,2.6,7.0,0.0,24.4,1648.8,1182.4,213.6,21.4,84.5,54.2,6.5,17.6,40.6,41.0,
2018-09-30,Breakfast,1099.6,45.6,7.0,0.0,0.0,0.0,0.0,612.9,1107.2,143.6,20.9,36.9,36.4,0.0,33.6,0.0,25.6,
2018-09-30,Dinner,1934.8,85.5,20.7,17.6,16.8,0.0,301.0,4289.2,460.0,193.6,8.1,16.3,105.9,7.2,2.4,6.0,41.8,
2018-09-30,Snacks,2696.2,98.7,19.8,0.0,0.0,0.0,0.0,2135.0,270.0,305.8,13.3,143.1,74.6,0.0,0.0,0.0,49.6,
2018-10-01,Lunch,222.0,11.4,6.8,0.0,0.0,0.0,30.0,388.0,0.0,20.8,0.0,1.6,9.2,3.2,0.0,3.2,9.6,
2018-10-01,Dinner,1594.1,83.0,20.9,6.4,11.6,0.0,305.7,2264.8,1017.6,110.5,10.6,14.1,99.4,246.8,43.6,98.7,151.2,
2018-10-01,Snacks,750.0,37.0,7.6,0.0,0.0,0.0,0.0,1620.0,0.0,83.0,9.0,13.0,24.0,0.0,2.0,2.0,22.0,
2018-10-02,Dinner,783.5,14.0,6.2,0.0,0.0,0.0,93.5,362.0,2.0,126.5,1.0,49.3,46.6,6.5,2.0,6.5,24.6,
2018-10-02,Snacks,1680.0,74.6,10.6,6.0,15.0,0.0,0.0,1770.0,1200.0,218.0,27.0,95.6,46.6,0.0,2.0,8.0,34.0,
2018-10-03,Breakfast,876.8,61.9,20.6,0.5,0.0,0.0,70.0,831.2,429.6,108.0,22.1,33.4,29.3,24.0,16.8,22.0,17.2,
2018-10-03,Lunch,229.0,8.0,5.0,0.0,0.0,9.0,80.0,550.0,0.0,28.0,3.0,0.0,30.0,0.0,0.0,0.0,0.0,
2018-10-03,Dinner,831.6,20.4,8.5,0.3,0.1,0.0,0.0,538.1,906.0,119.5,18.1,23.9,54.3,7.0,12.0,7.5,57.1,
2018-10-03,Snacks,1182.0,37.6,5.0,0.1,0.0,0.0,0.0,1073.7,433.5,109.3,9.6,38.9,44.8,1.5,17.6,0.6,14.7,
2018-10-04,Breakfast,239.8,11.6,1.9,0.0,0.0,0.0,0.0,99.2,429.6,29.6,4.5,16.5,6.2,0.0,16.8,0.0,4.0,
2018-10-04,Lunch,600.0,24.0,12.0,0.0,0.0,0.0,70.0,0.0,0.0,70.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,
2018-10-04,Dinner,1272.4,64.9,28.5,3.7,14.1,0.0,262.1,1518.6,1173.8,94.6,9.3,66.7,69.4,434.7,101.2,43.0,27.1,
2018-10-04,Snacks,1179.0,50.8,10.5,2.0,5.0,0.0,0.0,910.0,546.3,164.8,14.1,82.1,17.5,0.0,2.0,6.8,37.1,
2018-10-05,Breakfast,285.0,24.0,3.8,0.0,0.0,0.0,0.0,210.0,0.0,12.0,3.0,4.5,10.5,0.0,0.0,0.0,6.0,
2018-10-05,Lunch,112.0,2.4,0.8,0.0,0.0,0.0,0.0,208.0,0.0,20.8,0.0,1.6,3.2,3.2,0.0,3.2,9.6,
2018-10-05,Dinner,1213.0,37.1,14.9,0.1,1.6,0.0,187.2,1042.1,326.0,156.7,17.0,33.1,68.9,16.5,14.0,8.0,13.5,
2018-10-05,Snacks,957.0,44.2,7.4,0.0,0.0,0.0,0.0,1395.0,0.0,116.5,11.4,26.2,24.8,0.0,4.0,9.4,30.8,
2018-10-06,Breakfast,1038.6,40.8,6.4,0.0,0.0,0.0,0.0,352.4,859.2,145.0,11.2,36.4,27.2,0.0,33.6,0.0,12.4,
2018-10-06,Dinner,1180.9,41.8,14.3,1.1,4.8,0.0,93.1,1149.6,1523.6,115.7,36.2,20.5,78.1,481.8,57.0,12.9,54.6,
2018-10-06,Snacks,2177.0,84.2,20.9,0.0,0.0,0.0,0.0,1925.0,315.0,262.5,22.4,118.2,26.8,0.0,0.0,9.4,72.8,
2018-10-07,Breakfast,1349.5,46.2,11.6,0.6,3.8,0.0,32.0,1144.0,921.6,193.2,12.4,41.9,35.7,9.6,33.6,3.2,10.4,
2018-10-07,Dinner,876.6,34.6,8.4,10.1,1.8,0.0,186.3,406.7,965.3,82.6,7.7,5.4,58.5,39.0,189.3,7.5,5.6,
2018-10-07,Snacks,1267.4,51.0,13.1,0.3,1.4,0.0,17.1,1228.3,244.2,120.5,11.4,33.4,33.2,3.5,2.0,30.1,32.1,
2018-10-08,Lunch,301.5,17.3,8.7,0.0,0.0,0.3,50.8,772.5,0.0,21.6,0.0,1.9,14.6,3.2,0.0,3.2,9.6,
2018-10-08,Dinner,908.0,41.0,7.1,5.9,0.0,0.0,84.6,1710.8,518.4,86.6,25.6,18.8,53.3,47.8,334.8,14.0,33.8,
2018-10-08,Snacks,973.4,38.6,9.3,0.3,1.4,0.0,17.1,1313.3,244.2,87.7,5.5,24.5,23.0,3.5,5.0,24.3,21.3,
2018-10-09,Breakfast,446.8,16.4,2.6,0.0,0.0,0.0,0.0,141.2,429.6,65.0,5.1,17.4,11.3,0.0,16.8,0.0,5.2,
2018-10-09,Lunch,301.5,17.3,8.7,0.0,0.0,0.3,50.8,772.5,0.0,21.6,0.0,1.9,14.6,3.2,0.0,3.2,9.6,
2018-10-09,Dinner,1015.8,35.4,12.0,2.9,0.1,0.0,37.6,1020.8,1161.4,110.3,21.1,14.1,73.5,16.8,21.0,8.0,58.2,
2018-10-09,Snacks,1450.0,59.8,9.2,2.0,5.0,0.0,0.0,1390.0,400.0,132.8,16.6,43.8,35.4,0.0,2.0,6.0,29.2,
2018-10-10,Breakfast,446.8,16.4,2.6,0.0,0.0,0.0,0.0,141.2,429.6,65.0,5.1,17.4,11.3,0.0,16.8,0.0,5.2,
2018-10-10,Lunch,301.5,17.3,8.7,0.0,0.0,0.3,50.8,772.5,0.0,21.6,0.0,1.9,14.6,3.2,0.0,3.2,9.6,
2018-10-10,Dinner,1034.7,41.9,16.4,4.0,7.7,0.4,129.4,1964.0,1070.7,114.5,16.5,12.9,58.0,13.4,60.2,11.8,50.4,
2018-10-10,Snacks,1284.0,69.9,19.0,5.6,12.6,0.0,74.5,1267.0,267.1,134.1,9.8,16.6,30.8,14.8,2.7,23.1,34.3,
2018-10-11,Breakfast,446.8,16.4,2.6,0.0,0.0,0.0,0.0,141.2,429.6,65.0,5.1,17.4,11.3,0.0,16.8,0.0,5.2,
2018-10-11,Lunch,301.5,17.3,8.7,0.0,0.0,0.3,50.8,772.5,0.0,21.6,0.0,1.9,14.6,3.2,0.0,3.2,9.6,
2018-10-11,Dinner,867.1,31.1,14.0,0.6,2.5,0.4,24.4,1735.6,822.7,106.3,16.3,14.5,50.9,13.4,55.2,7.8,36.4,
2018-10-11,Snacks,1352.0,72.6,15.7,0.0,0.0,0.0,40.0,1497.0,0.0,139.6,13.0,35.5,38.6,8.0,2.0,13.2,38.0,
2018-10-12,Breakfast,786.8,32.4,5.1,0.0,0.0,0.0,0.0,281.2,429.6,106.0,7.1,20.4,21.3,0.0,16.8,0.0,9.2,
2018-10-12,Lunch,476.5,23.6,10.5,0.0,0.0,0.3,62.0,1031.5,0.0,41.2,1.4,4.0,23.7,7.4,1.4,17.2,16.6,
2018-10-12,Dinner,1095.8,63.2,17.1,11.4,16.3,0.1,789.0,2165.2,516.0,82.0,5.0,13.6,60.0,21.6,0.0,13.8,30.6,
2018-10-12,Snacks,997.0,48.8,13.6,2.0,2.0,0.0,37.0,1856.5,89.0,109.8,10.9,17.7,34.5,8.4,0.0,30.4,28.2,
2018-10-13,Breakfast,951.6,37.5,5.7,0.0,0.0,0.0,10.0,980.4,859.2,122.6,10.6,35.4,36.0,0.0,33.6,0.0,11.2,
2018-10-13,Lunch,442.3,21.8,10.3,0.0,0.0,0.3,58.3,1104.0,0.0,42.6,0.0,3.5,19.6,6.4,0.0,6.4,19.2,
2018-10-13,Dinner,1858.6,85.8,27.7,8.1,1.8,0.9,152.4,3340.0,99.0,207.6,26.4,19.2,76.3,36.0,73.7,57.1,44.6,
2018-10-13,Snacks,1588.0,48.3,12.5,0.0,0.0,0.0,0.0,1324.0,180.0,143.0,9.8,63.3,14.5,0.0,2.0,3.2,39.6,
2018-10-14,Breakfast,777.8,41.2,12.4,0.0,0.0,0.0,36.0,383.2,429.6,89.2,7.3,27.5,17.6,3.2,16.8,3.2,14.4,
2018-10-14,Lunch,423.8,27.1,14.6,0.0,0.0,0.3,83.8,1049.0,0.0,21.8,0.0,1.9,21.5,3.2,0.0,3.2,9.6,
2018-10-14,Dinner,759.1,52.2,22.3,1.8,11.4,1.0,178.4,1552.1,1055.7,33.6,7.4,11.1,23.9,494.4,170.4,9.8,13.7,
2018-10-14,Snacks,794.0,11.9,2.3,0.7,0.0,0.0,0.0,1080.0,135.0,100.2,4.4,68.1,11.0,0.0,0.0,2.8,11.6,
2018-10-15,Breakfast,1928.6,115.6,49.4,2.0,4.2,0.0,492.1,1707.4,121.4,135.3,6.8,25.0,88.2,53.5,0.3,55.6,43.5,
2018-10-15,Lunch,395.0,25.0,13.8,0.0,0.0,0.3,76.3,925.5,0.0,21.6,0.0,1.9,19.7,3.2,0.0,3.2,9.6,
2018-10-15,Dinner,782.5,9.3,4.9,1.5,0.0,0.0,0.0,647.8,0.0,176.1,34.6,13.9,40.7,0.0,0.0,28.9,57.1,
2018-10-15,Snacks,140.0,7.0,1.5,0.0,0.0,0.0,0.0,330.0,0.0,15.0,2.0,2.0,5.0,0.0,0.0,0.0,4.0,
2018-10-16,Breakfast,454.8,19.6,3.1,0.0,0.0,0.0,0.0,169.2,429.6,60.0,5.5,18.0,12.1,0.0,16.8,0.0,6.0,
2018-10-16,Lunch,307.0,17.8,9.0,0.0,0.0,0.3,52.3,781.5,0.0,21.6,0.0,1.9,14.9,3.2,0.0,3.2,9.6,
2018-10-16,Dinner,604.0,22.7,6.8,1.0,5.6,0.0,102.0,533.0,277.0,26.4,13.6,5.1,41.6,8.7,10.7,20.4,12.0,
2018-10-16,Snacks,718.4,44.9,18.6,1.5,4.0,0.0,273.6,994.9,200.0,47.2,4.3,8.5,32.7,15.8,0.2,40.1,15.8,
2018-10-17,Breakfast,1214.3,56.9,12.6,0.8,0.0,0.0,24.8,522.2,429.6,152.6,13.8,29.8,30.4,2.2,16.8,2.2,16.8,
2018-10-17,Lunch,307.0,17.8,9.0,0.0,0.0,0.3,52.3,781.5,0.0,21.6,0.0,1.9,14.9,3.2,0.0,3.2,9.6,
2018-10-17,Dinner,733.8,29.8,11.2,0.0,0.0,0.0,50.0,601.6,111.3,88.3,8.6,10.4,27.8,0.0,0.0,0.0,6.0,
2018-10-17,Snacks,683.8,34.2,7.3,0.0,0.0,0.0,0.0,1166.1,0.0,78.5,8.3,20.3,17.9,0.0,2.0,2.0,16.7,
2018-10-18,Breakfast,606.8,32.4,5.1,0.0,0.0,0.0,0.0,281.2,429.6,66.4,7.1,20.4,17.7,0.0,16.8,0.0,9.2,
2018-10-18,Lunch,419.0,20.2,9.8,0.0,0.0,0.3,52.3,989.5,0.0,42.4,0.0,3.5,18.1,6.4,0.0,6.4,19.2,
2018-10-18,Dinner,1195.1,48.6,5.2,22.3,5.5,0.0,165.5,1381.6,1258.1,77.3,14.3,11.3,103.4,6.1,0.2,11.8,49.4,
2018-10-18,Snacks,1056.0,47.8,11.2,0.0,0.0,0.0,15.0,2152.0,67.5,129.5,8.8,48.3,32.0,4.0,4.0,24.0,25.6,
2018-10-19,Breakfast,416.8,16.4,2.6,0.0,0.0,0.0,0.0,141.2,429.6,58.4,5.1,17.4,10.7,0.0,16.8,0.0,5.2,
2018-10-19,Lunch,419.0,20.2,9.8,0.0,0.0,0.3,52.3,989.5,0.0,42.4,0.0,3.5,18.1,6.4,0.0,6.4,19.2,
2018-10-19,Dinner,1150.1,36.7,2.1,12.5,3.1,0.0,127.0,988.2,1021.5,93.2,7.9,11.3,83.4,3.9,0.2,1.9,25.2,
2018-10-19,Snacks,648.0,21.4,6.4,0.0,0.0,0.0,15.0,916.0,0.0,34.0,4.4,4.4,18.0,4.0,0.0,20.0,8.8,
2018-10-20,Breakfast,1513.9,63.7,16.3,0.0,0.0,0.0,38.3,576.6,1288.8,206.7,16.2,60.7,34.7,3.4,50.4,3.4,22.4,
2018-10-20,Lunch,607.0,20.0,7.6,0.0,0.0,0.0,74.0,825.0,517.5,59.9,12.8,13.1,39.6,36.6,210.0,24.2,24.6,
2018-10-20,Dinner,1225.4,27.0,4.1,3.7,6.3,0.0,9.6,563.9,219.6,126.6,7.3,59.7,33.0,0.8,6.0,6.2,16.8,
2018-10-20,Snacks,840.0,38.0,11.1,0.0,0.0,0.0,0.0,1060.0,180.0,114.0,8.0,56.0,10.0,0.0,0.0,0.0,32.0,
2018-10-21,Breakfast,1399.6,65.3,22.6,4.0,12.0,0.0,115.0,3013.2,749.6,163.4,8.5,58.6,55.1,4.0,16.8,4.0,21.2,
2018-10-21,Dinner,1662.1,46.9,8.2,2.3,2.2,0.0,167.5,2261.8,715.0,122.9,19.1,28.0,58.5,402.8,22.5,42.9,63.5,
2018-10-21,Snacks,920.0,45.0,13.6,0.0,0.0,0.0,0.0,1430.0,0.0,92.0,9.0,12.6,32.0,0.0,0.0,6.0,28.0,
2018-10-22,Breakfast,123.5,10.4,1.6,0.0,0.0,0.0,0.0,91.0,0.0,5.2,1.3,2.0,4.6,0.0,0.0,0.0,2.6,
2018-10-22,Dinner,994.7,32.9,8.0,3.6,7.5,0.0,140.0,1373.9,257.0,54.3,3.8,18.4,68.3,4.8,64.3,23.1,29.3,
2018-10-22,Snacks,1490.0,52.5,10.5,9.5,6.0,0.0,15.0,2210.0,0.0,117.0,11.0,10.0,34.0,8.0,6.0,26.0,28.0,
2018-10-23,Breakfast,524.8,21.1,3.1,0.0,0.0,0.0,10.0,839.2,429.6,62.0,5.5,18.0,25.1,0.0,16.8,0.0,6.0,
2018-10-23,Lunch,96.0,7.3,2.8,0.0,0.0,0.3,25.3,411.5,0.0,0.8,0.0,0.3,6.3,0.0,0.0,0.0,0.0,
2018-10-23,Dinner,1143.5,57.8,5.3,4.3,4.7,0.0,78.7,776.2,592.6,137.1,10.8,41.2,38.6,473.8,44.0,6.9,9.6,
2018-10-23,Snacks,550.0,29.0,7.5,0.0,0.0,0.0,15.0,1150.0,0.0,54.0,5.0,9.0,21.0,4.0,2.0,22.0,14.0,
2018-10-24,Breakfast,524.8,21.1,3.1,0.0,0.0,0.0,10.0,839.2,429.6,62.0,5.5,18.0,25.1,0.0,16.8,0.0,6.0,
2018-10-24,Lunch,192.0,14.6,5.6,0.0,0.0,0.6,50.6,823.0,0.0,1.6,0.0,0.6,12.6,0.0,0.0,0.0,0.0,
2018-10-24,Dinner,1136.6,57.6,5.1,3.5,0.0,0.0,105.0,779.9,0.0,132.6,8.2,38.3,43.2,0.0,0.0,2.0,4.0,
2018-10-24,Snacks,360.0,20.0,6.0,0.0,0.0,0.0,15.0,850.0,0.0,31.0,4.0,4.0,17.0,4.0,0.0,20.0,8.0,
2018-10-25,Breakfast,524.8,21.1,3.1,0.0,0.0,0.0,10.0,839.2,429.6,62.0,5.5,18.0,25.1,0.0,16.8,0.0,6.0,
2018-10-25,Lunch,96.0,7.3,2.8,0.0,0.0,0.3,25.3,411.5,0.0,0.8,0.0,0.3,6.3,0.0,0.0,0.0,0.0,
2018-10-25,Dinner,1263.2,25.9,11.1,0.0,0.0,0.0,126.6,869.2,714.0,192.9,10.4,16.5,43.1,0.0,0.0,0.0,0.0,
2018-10-25,Snacks,642.4,36.1,13.7,0.0,0.0,0.0,87.2,1183.3,30.0,57.9,5.8,31.5,28.8,14.6,0.6,44.5,19.8,
2018-10-26,Breakfast,1691.6,82.2,23.2,0.0,0.0,0.0,63.0,758.4,859.2,207.8,14.8,53.6,39.2,5.6,33.6,5.6,28.0,
2018-10-26,Lunch,403.0,25.1,11.8,0.0,0.0,0.6,77.6,1193.0,0.0,22.4,0.0,2.2,21.2,3.2,0.0,3.2,9.6,
2018-10-26,Snacks,1030.0,49.0,9.5,2.0,2.0,0.0,0.0,2060.0,89.0,118.0,13.0,15.0,32.0,0.0,2.0,8.0,32.0,
2018-10-27,Breakfast,621.1,42.0,12.5,2.5,4.2,0.0,347.3,998.4,121.4,41.4,2.6,4.8,27.0,9.3,0.3,15.8,23.7,
2018-10-27,Dinner,1226.0,32.0,8.5,5.0,5.0,0.0,47.0,1006.0,549.0,124.1,3.0,4.0,35.0,0.0,4.0,2.0,25.0,
2018-10-27,Snacks,476.1,21.8,8.2,1.1,1.8,0.0,58.0,227.4,40.6,27.2,2.1,23.3,3.8,0.0,70.0,4.0,0.0,
2018-10-28,Breakfast,384.5,14.8,7.2,2.0,1.4,0.2,70.0,572.7,143.2,43.0,2.0,20.0,17.1,10.6,100.4,14.8,15.1,
2018-10-28,Lunch,228.0,18.1,10.0,0.0,0.0,0.3,61.3,627.5,0.0,0.8,0.0,0.3,13.5,0.0,0.0,0.0,0.0,
2018-10-28,Dinner,1047.0,43.5,15.8,2.9,4.7,0.7,605.0,887.0,446.0,91.7,2.0,42.4,75.6,10.8,2.0,15.6,33.7,
2018-10-28,Snacks,1474.0,72.7,18.2,9.4,10.2,0.0,157.0,1536.6,227.8,172.7,7.0,97.1,40.3,14.4,3.2,14.4,40.8,
2018-10-29,Breakfast,611.0,22.4,8.0,3.0,4.4,0.0,47.0,1354.0,62.4,62.1,2.4,8.8,28.2,9.6,0.0,31.2,30.0,
2018-10-29,Lunch,320.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,
2018-10-30,Breakfast,739.3,28.4,4.5,0.0,0.0,0.0,0.0,246.2,429.6,104.0,6.6,19.7,19.6,0.0,16.8,0.0,8.2,
2018-10-30,Dinner,1172.8,50.5,17.5,3.5,1.8,0.0,138.1,2784.6,31.0,116.6,26.4,9.1,68.7,28.2,105.2,60.2,47.2,
2018-10-30,Snacks,1160.0,61.0,16.1,0.0,0.0,0.0,5.0,1500.0,0.0,134.0,17.0,56.0,30.0,0.0,0.0,8.0,26.0,
2018-10-31,Breakfast,446.8,16.4,2.6,0.0,0.0,0.0,0.0,141.2,429.6,65.0,5.1,17.4,11.3,0.0,16.8,0.0,5.2,
2018-10-31,Lunch,96.0,7.3,2.8,0.0,0.0,0.3,25.3,411.5,0.0,0.8,0.0,0.3,6.3,0.0,0.0,0.0,0.0,
2018-10-31,Dinner,1240.8,71.7,7.3,3.5,1.8,0.0,112.6,199.1,31.0,91.9,0.1,0.6,40.5,2.9,0.7,2.2,0.4,
2018-10-31,Snacks,1582.2,66.1,16.9,4.2,5.1,0.0,16.1,2304.7,311.2,199.4,16.8,61.8,46.9,30.0,90.0,33.5,46.5,
2018-11-01,Breakfast,845.8,39.7,12.9,0.0,0.0,0.0,40.5,373.2,429.6,107.8,7.0,27.9,18.0,3.6,16.8,3.6,14.4,
2018-11-01,Lunch,132.0,10.8,7.2,0.0,0.0,0.0,36.0,216.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,
2018-11-01,Dinner,1251.9,69.9,13.9,7.3,7.3,0.1,852.9,1410.5,276.0,76.6,4.4,9.7,80.3,21.6,0.0,13.2,23.4,
2018-11-01,Snacks,792.2,31.6,3.9,4.2,8.6,0.0,16.1,794.7,1181.2,98.4,12.3,67.7,30.6,0.0,0.0,6.0,20.0,
2018-11-02,Breakfast,983.6,48.8,7.8,0.0,0.0,0.0,0.0,422.4,859.2,116.0,12.2,37.8,27.6,0.0,33.6,0.0,14.4,
2018-11-02,Dinner,934.4,51.7,8.5,8.7,7.3,0.0,89.7,575.3,644.5,85.1,4.7,17.0,40.4,119.3,24.1,8.0,5.2,
2018-11-02,Snacks,1400.0,64.0,15.5,0.0,0.0,0.0,0.0,2320.0,507.5,170.5,17.5,69.5,37.0,0.0,0.0,3.0,51.0,
2018-11-03,Breakfast,206.8,0.4,0.1,0.0,0.0,0.0,0.0,1.2,429.6,46.0,3.1,14.4,3.3,0.0,16.8,0.0,1.2,
2018-11-03,Lunch,228.0,18.1,10.0,0.0,0.0,0.3,61.3,627.5,0.0,0.8,0.0,0.3,13.5,0.0,0.0,0.0,0.0,
2018-11-03,Dinner,1059.4,71.9,15.0,10.2,21.5,0.1,738.0,2362.6,1107.0,85.9,9.1,12.6,59.0,286.2,53.7,38.4,41.2,
2018-11-03,Snacks,1720.9,81.4,25.0,1.2,3.8,0.0,265.0,2550.1,578.6,161.0,15.6,35.5,81.0,10.4,0.0,38.9,54.6,
2018-11-04,Breakfast,494.0,41.6,6.6,0.0,0.0,0.0,0.0,364.0,0.0,20.8,5.2,7.8,18.2,0.0,0.0,0.0,10.4,
2018-11-04,Lunch,1036.8,42.1,20.8,0.0,0.0,0.3,115.3,2104.7,0.0,118.4,7.8,18.9,44.1,0.0,0.0,0.0,14.4,
2018-11-04,Dinner,1554.0,63.5,22.7,4.9,2.6,0.0,247.0,3817.0,418.0,169.7,13.2,59.0,64.3,329.8,88.3,61.6,48.8,
2018-11-04,Snacks,1520.0,56.5,22.3,2.0,1.5,0.0,0.0,1935.0,365.0,207.5,14.0,75.6,37.1,30.0,90.0,34.0,57.0,
2018-11-05,Breakfast,415.8,18.0,2.9,0.0,0.0,0.0,0.0,155.2,429.6,54.8,5.3,17.7,11.0,0.0,16.8,0.0,5.6,
2018-11-05,Dinner,663.5,26.4,11.9,1.5,3.9,0.0,113.0,1042.7,101.6,79.3,4.4,16.0,41.2,12.4,15.8,21.2,21.0,
2018-11-05,Snacks,1160.0,53.0,9.0,2.0,5.0,0.0,0.0,1940.0,750.0,135.0,17.0,50.0,41.0,0.0,0.0,5.0,32.0,
2018-11-06,Breakfast,724.8,35.6,5.7,0.0,0.0,0.0,0.0,309.2,429.6,85.6,7.5,21.0,20.7,0.0,16.8,0.0,10.0,
2018-11-06,Dinner,721.0,54.3,18.8,6.8,12.5,0.3,202.8,1976.5,675.0,59.3,6.0,12.8,42.3,37.3,5.4,24.5,25.1,
2018-11-06,Snacks,1053.2,51.0,12.8,0.2,1.0,0.0,12.2,1548.8,524.5,105.5,11.0,32.9,40.4,2.5,0.0,21.8,33.2,
2018-11-07,Breakfast,415.8,18.0,2.9,0.0,0.0,0.0,0.0,155.2,429.6,54.8,5.3,17.7,11.0,0.0,16.8,0.0,5.6,
2018-11-07,Dinner,1183.9,67.7,22.1,7.9,13.5,0.0,289.5,4624.9,867.0,134.5,7.2,32.0,55.2,53.1,33.7,27.7,28.2,
2018-11-07,Snacks,944.0,45.6,9.1,0.0,0.0,1.5,18.0,1880.0,350.0,103.0,12.6,31.6,33.8,0.0,0.0,7.8,29.6,
2018-11-08,Breakfast,724.8,35.6,5.7,0.0,0.0,0.0,0.0,309.2,429.6,85.6,7.5,21.0,20.7,0.0,16.8,0.0,10.0,
2018-11-08,Lunch,1100.5,74.3,24.4,0.0,0.0,0.0,30.0,1460.2,0.0,75.5,3.0,5.5,16.3,20.0,0.0,2.0,4.0,
2018-11-08,Dinner,680.0,43.0,10.0,1.0,5.0,0.0,0.0,570.0,250.0,76.0,6.0,12.0,16.0,0.0,74.0,4.0,2.0,
2018-11-08,Snacks,1306.0,50.8,18.5,0.0,0.0,0.0,0.0,2584.0,879.2,131.6,21.4,27.0,87.8,0.0,0.0,10.6,46.0,
2018-11-09,Breakfast,415.8,18.0,2.9,0.0,0.0,0.0,0.0,155.2,429.6,54.8,5.3,17.7,11.0,0.0,16.8,0.0,5.6,
2018-11-09,Lunch,484.6,18.0,3.2,0.0,0.0,0.0,60.1,1022.4,0.0,43.1,4.1,8.3,34.4,19.5,5.2,2.6,7.8,
2018-11-09,Dinner,543.2,26.4,9.8,0.0,0.0,0.0,42.7,696.0,464.4,45.8,3.5,8.8,14.7,0.0,0.0,0.8,2.5,
2018-11-09,Snacks,1148.0,32.9,16.6,5.0,3.8,0.0,15.0,1272.0,839.6,153.8,16.2,61.5,64.4,79.0,225.0,88.3,41.0,
2018-11-10,Breakfast,1614.8,58.0,9.4,1.2,3.0,0.0,0.0,1111.2,1273.6,226.4,22.1,58.4,45.5,2.0,50.8,0.0,16.0,
2018-11-10,Lunch,228.0,18.1,10.0,0.0,0.0,0.3,61.3,627.5,0.0,0.8,0.0,0.3,13.5,0.0,0.0,0.0,0.0,
2018-11-10,Dinner,788.7,39.3,13.5,0.0,0.0,0.0,109.1,2277.2,296.7,86.8,4.3,8.8,22.7,0.0,0.0,0.0,0.0,
2018-11-10,Snacks,1901.0,56.9,25.5,8.0,6.0,0.0,26.3,1985.5,1184.6,263.3,24.2,105.9,88.7,125.8,360.9,130.6,68.6,
2018-11-11,Breakfast,2023.1,108.3,51.1,3.0,10.4,0.9,509.7,3619.1,185.9,191.4,10.2,38.3,68.8,29.8,8.0,71.0,55.3,
2018-11-11,Dinner,984.2,41.4,12.3,0.0,0.0,0.0,92.3,1887.2,296.7,87.4,4.0,8.5,24.8,0.0,0.0,0.0,0.0,
2018-11-11,Snacks,350.0,17.5,7.5,0.0,0.0,0.0,15.0,565.0,0.0,30.0,2.0,3.0,15.0,4.0,0.0,23.0,7.0,
2018-11-12,Breakfast,1518.8,73.6,20.1,2.6,7.5,0.4,282.0,2598.2,1011.6,163.7,14.6,41.0,57.6,13.0,33.8,25.6,31.8,
2018-11-12,Dinner,354.0,16.0,8.5,1.0,3.0,0.0,45.0,500.0,191.3,26.0,1.0,8.0,19.5,0.0,0.0,0.0,2.0,
2018-11-12,Snacks,1290.0,61.0,12.0,2.0,5.0,0.0,15.0,2100.0,750.0,144.0,16.0,53.0,47.0,4.0,0.0,27.0,34.0,
2018-11-13,Breakfast,989.3,46.5,16.2,0.0,0.0,0.4,272.3,1484.2,429.6,113.7,6.6,23.0,33.4,13.8,16.8,27.4,26.0,
2018-11-13,Dinner,690.8,47.8,22.2,2.5,6.7,1.0,178.4,1766.1,463.1,41.1,4.8,6.1,27.4,20.6,126.4,7.9,17.1,
