Date,Exercise,Type,Exercise Calories,Exercise Minutes,Sets,Reps Per Set,Pounds,Steps,Note
2019-11-04,Fitbit calorie adjustment,Cardio,-367.0,1,,,,,
2019-11-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1155.0,93,,,,,
2019-11-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,620.0,50,,,,,
2019-11-05,Fitbit calorie adjustment,Cardio,-474.0,1,,,,,
2019-11-06,Fitbit calorie adjustment,Cardio,-488.0,1,,,,,
2019-11-07,Fitbit calorie adjustment,Cardio,-284.0,1,,,,,
2019-11-07,"Running (jogging), 8.6 mph (7 min mile)",Cardio,597.0,40,,,,,
2019-11-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,674.0,52,,,,,
2019-11-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,721.0,47,,,,,
2019-11-08,Fitbit calorie adjustment,Cardio,-306.0,1,,,,,
2019-11-09,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,5200.0,459,,,,,
2019-11-09,Fitbit calorie adjustment,Cardio,-1386.0,1,,,,,
2019-11-10,"Aerobics, general",Cardio,572.0,67,,,,,
2019-11-10,Fitbit calorie adjustment,Cardio,140.0,1,,,,,
2019-11-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,734.0,60,,,,,
2019-11-11,Fitbit calorie adjustment,Cardio,-565.0,1,,,,,
2019-11-12,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,839.0,60,,,,,
2019-11-12,Fitbit calorie adjustment,Cardio,-528.0,1,,,,,
2019-11-13,Fitbit calorie adjustment,Cardio,-386.0,1,,,,,
2019-11-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,235.0,30,,,,,
2019-11-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,675.0,54,,,,,
2019-11-14,Fitbit calorie adjustment,Cardio,-596.0,1,,,,,
2019-11-15,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,580.0,63,,,,,
2019-11-15,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,740.0,59,,,,,
2019-11-15,Fitbit calorie adjustment,Cardio,-533.0,1,,,,,
2019-11-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3000.0,232,,,,,
2019-11-16,Fitbit calorie adjustment,Cardio,-422.0,1,,,,,
2019-11-17,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2900.0,210,,,,,
2019-11-17,Fitbit calorie adjustment,Cardio,-494.0,1,,,,,
2019-11-18,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,284.0,31,,,,,
2019-11-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,675.0,58,,,,,
2019-11-18,Fitbit calorie adjustment,Cardio,-530.0,1,,,,,
2019-11-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,748.0,62,,,,,
2019-11-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,750.0,59,,,,,
2019-11-19,Fitbit calorie adjustment,Cardio,-626.0,1,,,,,
2019-11-20,Fitbit calorie adjustment,Cardio,-508.0,1,,,,,
2019-11-21,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,821.0,60,,,,,
2019-11-21,Fitbit calorie adjustment,Cardio,-492.0,1,,,,,
2019-11-22,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,766.0,61,,,,,
2019-11-22,Fitbit calorie adjustment,Cardio,370.0,1,,,,,
2019-11-23,"Aerobics, general",Cardio,1210.0,119,,,,,
2019-11-23,Fitbit calorie adjustment,Cardio,-162.0,1,,,,,
2019-11-24,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4000.0,319,,,,,
2019-11-24,Fitbit calorie adjustment,Cardio,-738.0,1,,,,,
2019-11-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1284.0,93,,,,,
2019-11-25,Fitbit calorie adjustment,Cardio,-552.0,1,,,,,
2019-11-26,Fitbit calorie adjustment,Cardio,-964.0,1,,,,,
2019-11-26,"Running (jogging), 8 mph (7.5 min mile)",Cardio,1070.0,75,,,,,
2019-11-27,"Aerobics, general",Cardio,350.0,38,,,,,
2019-11-27,Fitbit calorie adjustment,Cardio,-443.0,1,,,,,
2019-11-28,"Bicycling, 12-14 mph, moderate (cycling, biking, bike riding)",Cardio,1900.0,161,,,,,
2019-11-28,Fitbit calorie adjustment,Cardio,-648.0,1,,,,,
2019-11-29,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,2600.0,207,,,,,
2019-11-29,Fitbit calorie adjustment,Cardio,-978.0,1,,,,,
2019-11-30,Fitbit calorie adjustment,Cardio,-686.0,1,,,,,
2019-12-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1219.0,90,,,,,
2019-12-01,Fitbit calorie adjustment,Cardio,-1020.0,1,,,,,
2019-12-02,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,759.0,60,,,,,
2019-12-02,Fitbit calorie adjustment,Cardio,-834.0,1,,,,,
2019-12-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,913.0,65,,,,,
2019-12-03,Fitbit calorie adjustment,Cardio,-717.0,1,,,,,
2019-12-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,858.0,61,,,,,
2019-12-04,Fitbit calorie adjustment,Cardio,-372.0,1,,,,,
2019-12-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,852.0,61,,,,,
2019-12-05,Fitbit calorie adjustment,Cardio,-635.0,1,,,,,
2019-12-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,821.0,61,,,,,
2019-12-06,Fitbit calorie adjustment,Cardio,-144.0,1,,,,,
2019-12-07,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,750.0,60,,,,,
2019-12-07,Fitbit calorie adjustment,Cardio,-365.0,1,,,,,
2019-12-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3300.0,245,,,,,
2019-12-08,Fitbit calorie adjustment,Cardio,-605.0,1,,,,,
2019-12-09,Fitbit calorie adjustment,Cardio,-273.0,1,,,,,
2019-12-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,814.0,56,,,,,
2019-12-10,Fitbit calorie adjustment,Cardio,-385.0,1,,,,,
2019-12-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,750.0,60,,,,,
2019-12-11,Fitbit calorie adjustment,Cardio,-416.0,1,,,,,
2019-12-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1007.0,71,,,,,
2019-12-12,Fitbit calorie adjustment,Cardio,-124.0,1,,,,,
2019-12-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1285.0,90,,,,,
2019-12-13,Fitbit calorie adjustment,Cardio,-652.0,1,,,,,
2019-12-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2625.0,199,,,,,
2019-12-14,Fitbit calorie adjustment,Cardio,-802.0,1,,,,,
2019-12-15,"Aerobics, general",Cardio,1000.0,106,,,,,
2019-12-15,Fitbit calorie adjustment,Cardio,-404.0,1,,,,,
2019-12-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,807.0,61,,,,,
2019-12-16,Fitbit calorie adjustment,Cardio,-583.0,1,,,,,
2019-12-17,Fitbit calorie adjustment,Cardio,-386.0,1,,,,,
2019-12-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,694.0,53,,,,,
2019-12-18,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,1850.0,132,,,,,
2019-12-18,Fitbit calorie adjustment,Cardio,-656.0,1,,,,,
2019-12-19,Fitbit calorie adjustment,Cardio,-347.0,1,,,,,
2019-12-20,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3675.0,281,,,,,
2019-12-21,Fitbit calorie adjustment,Cardio,-407.0,1,,,,,
2019-12-22,"Aerobics, general",Cardio,741.0,68,,,,,
2019-12-22,Fitbit calorie adjustment,Cardio,-534.0,1,,,,,
2019-12-23,"Aerobics, general",Cardio,698.0,70,,,,,
2019-12-23,Fitbit calorie adjustment,Cardio,-487.0,1,,,,,
2019-12-24,"Aerobics, general",Cardio,950.0,91,,,,,
2019-12-24,Fitbit calorie adjustment,Cardio,-905.0,1,,,,,
2019-12-25,Fitbit calorie adjustment,Cardio,-455.0,1,,,,,
2019-12-26,Fitbit calorie adjustment,Cardio,-176.0,1,,,,,
2019-12-27,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2950.0,237,,,,,
2019-12-27,Fitbit calorie adjustment,Cardio,-372.0,1,,,,,
2019-12-28,"Aerobics, general",Cardio,732.0,65,,,,,
2019-12-28,Fitbit calorie adjustment,Cardio,312.0,1,,,,,
2019-12-29,"Aerobics, general",Cardio,444.0,55,,,,,
2019-12-29,Fitbit calorie adjustment,Cardio,205.0,1,,,,,
2019-12-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1465.0,105,,,,,
2019-12-30,Fitbit calorie adjustment,Cardio,-591.0,1,,,,,
2019-12-31,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1402.0,105,,,,,
2019-12-31,Fitbit calorie adjustment,Cardio,-269.0,1,,,,,
2020-01-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,950.0,75,,,,,
2020-01-01,Fitbit calorie adjustment,Cardio,-353.0,1,,,,,
2020-01-02,"Aerobics, general",Cardio,583.0,58,,,,,
2020-01-02,Fitbit calorie adjustment,Cardio,-9.0,1,,,,,
2020-01-03,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2225.0,168,,,,,
2020-01-03,Fitbit calorie adjustment,Cardio,-11.0,1,,,,,
2020-01-04,Fitbit calorie adjustment,Cardio,-646.0,1,,,,,
2020-01-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4555.0,354,,,,,
2020-01-05,Fitbit calorie adjustment,Cardio,-869.0,1,,,,,
2020-01-06,Fitbit calorie adjustment,Cardio,-577.0,1,,,,,
2020-01-07,Fitbit calorie adjustment,Cardio,-455.0,1,,,,,
2020-01-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1200.0,101,,,,,
2020-01-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,500.0,36,,,,,
2020-01-08,Fitbit calorie adjustment,Cardio,-635.0,1,,,,,
2020-01-09,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,870.0,61,,,,,
2020-01-09,Fitbit calorie adjustment,Cardio,-511.0,1,,,,,
2020-01-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1003.0,75,,,,,
2020-01-10,Fitbit calorie adjustment,Cardio,-503.0,1,,,,,
2020-01-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,921.0,66,,,,,
2020-01-11,Fitbit calorie adjustment,Cardio,-405.0,1,,,,,
2020-01-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3250.0,261,,,,,
2020-01-12,Fitbit calorie adjustment,Cardio,-931.0,1,,,,,
2020-01-13,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,769.0,61,,,,,
2020-01-13,Fitbit calorie adjustment,Cardio,-562.0,1,,,,,
2020-01-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,378.0,27,,,,,
2020-01-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,720.0,53,,,,,
2020-01-14,Fitbit calorie adjustment,Cardio,-597.0,1,,,,,
2020-01-15,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1207.0,90,,,,,
2020-01-15,Fitbit calorie adjustment,Cardio,-469.0,1,,,,,
2020-01-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1668.0,123,,,,,
2020-01-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,675.0,53,,,,,
2020-01-16,Fitbit calorie adjustment,Cardio,-662.0,1,,,,,
2020-01-17,Fitbit calorie adjustment,Cardio,-620.0,1,,,,,
2020-01-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1002.0,75,,,,,
2020-01-18,Fitbit calorie adjustment,Cardio,-485.0,1,,,,,
2020-01-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3300.0,247,,,,,
2020-01-19,Fitbit calorie adjustment,Cardio,-418.0,1,,,,,
2020-01-20,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4900.0,384,,,,,
2020-01-20,Fitbit calorie adjustment,Cardio,-1186.0,1,,,,,
2020-01-21,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,256.0,29,,,,,
2020-01-21,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,600.0,50,,,,,
2020-01-21,Fitbit calorie adjustment,Cardio,-527.0,1,,,,,
2020-01-22,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,303.0,29,,,,,
2020-01-22,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,588.0,48,,,,,
2020-01-22,Fitbit calorie adjustment,Cardio,-560.0,1,,,,,
2020-01-23,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,965.0,77,,,,,
2020-01-23,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,708.0,52,,,,,
2020-01-23,Fitbit calorie adjustment,Cardio,-457.0,1,,,,,
2020-01-24,Fitbit calorie adjustment,Cardio,-535.0,1,,,,,
2020-01-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1006.0,75,,,,,
2020-01-25,Fitbit calorie adjustment,Cardio,-433.0,1,,,,,
2020-01-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,5850.0,439,,,,,
2020-01-26,Fitbit calorie adjustment,Cardio,-1251.0,1,,,,,
2020-01-27,Fitbit calorie adjustment,Cardio,-603.0,1,,,,,
2020-01-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,851.0,61,,,,,
2020-01-28,Fitbit calorie adjustment,Cardio,-513.0,1,,,,,
2020-01-29,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1057.0,77,,,,,
2020-01-29,Fitbit calorie adjustment,Cardio,-750.0,1,,,,,
2020-01-30,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,964.0,71,,,,,
2020-01-30,Fitbit calorie adjustment,Cardio,-855.0,1,,,,,
2020-01-31,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,819.0,60,,,,,
2020-01-31,Fitbit calorie adjustment,Cardio,-593.0,1,,,,,
2020-02-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1021.0,75,,,,,
2020-02-01,Fitbit calorie adjustment,Cardio,-659.0,1,,,,,
2020-02-02,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,5300.0,431,,,,,
2020-02-02,Fitbit calorie adjustment,Cardio,-1227.0,1,,,,,
2020-02-03,Fitbit calorie adjustment,Cardio,-143.0,1,,,,,
2020-02-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,773.0,61,,,,,
2020-02-04,Fitbit calorie adjustment,Cardio,-593.0,1,,,,,
2020-02-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1044.0,75,,,,,
2020-02-05,Fitbit calorie adjustment,Cardio,-688.0,1,,,,,
2020-02-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1250.0,90,,,,,
2020-02-06,Fitbit calorie adjustment,Cardio,-771.0,1,,,,,
2020-02-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,347.0,29,,,,,
2020-02-07,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,953.0,75,,,,,
2020-02-07,Fitbit calorie adjustment,Cardio,-401.0,1,,,,,
2020-02-08,"Aerobics, general",Cardio,530.0,67,,,,,
2020-02-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,418.0,32,,,,,
2020-02-08,Fitbit calorie adjustment,Cardio,-135.0,1,,,,,
2020-02-09,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,1247.0,90,,,,,
2020-02-09,Fitbit calorie adjustment,Cardio,-146.0,1,,,,,
2020-02-10,Fitbit calorie adjustment,Cardio,-527.0,1,,,,,
2020-02-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,729.0,50,,,,,
2020-02-11,Fitbit calorie adjustment,Cardio,-86.0,1,,,,,
2020-02-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,962.0,75,,,,,
2020-02-12,Fitbit calorie adjustment,Cardio,-652.0,1,,,,,
2020-02-13,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,794.0,60,,,,,
2020-02-13,Fitbit calorie adjustment,Cardio,-615.0,1,,,,,
2020-02-14,"Aerobics, general",Cardio,911.0,98,,,,,
2020-02-14,Fitbit calorie adjustment,Cardio,-119.0,1,,,,,
2020-02-15,"Aerobics, general",Cardio,1535.0,112,,,,,
2020-02-15,Fitbit calorie adjustment,Cardio,-292.0,1,,,,,
2020-02-16,"Aerobics, general",Cardio,754.0,56,,,,,
2020-02-16,"Aerobics, general",Cardio,786.0,60,,,,,
2020-02-16,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,360.0,35,,,,,
2020-02-16,Fitbit calorie adjustment,Cardio,-211.0,1,,,,,
2020-02-17,"Aerobics, general",Cardio,959.0,70,,,,,
2020-02-17,"Aerobics, general",Cardio,562.0,43,,,,,
2020-02-17,Fitbit calorie adjustment,Cardio,158.0,1,,,,,
2020-02-18,"Aerobics, general",Cardio,795.0,64,,,,,
2020-02-18,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,558.0,43,,,,,
2020-02-18,Fitbit calorie adjustment,Cardio,-199.0,1,,,,,
2020-02-19,"Aerobics, general",Cardio,903.0,65,,,,,
2020-02-19,Fitbit calorie adjustment,Cardio,-626.0,1,,,,,
2020-02-20,"Aerobics, general",Cardio,385.0,30,,,,,
2020-02-20,"Aerobics, general",Cardio,262.0,21,,,,,
2020-02-20,Fitbit calorie adjustment,Cardio,-510.0,1,,,,,
2020-02-21,"Aerobics, general",Cardio,874.0,63,,,,,
2020-02-21,Fitbit calorie adjustment,Cardio,-653.0,1,,,,,
2020-02-22,"Aerobics, general",Cardio,112.0,10,,,,,
2020-02-22,"Aerobics, general",Cardio,672.0,50,,,,,
2020-02-22,"Aerobics, general",Cardio,736.0,56,,,,,
2020-02-22,Fitbit calorie adjustment,Cardio,-372.0,1,,,,,
2020-02-23,"Aerobics, general",Cardio,842.0,61,,,,,
2020-02-23,"Aerobics, general",Cardio,796.0,56,,,,,
2020-02-23,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,268.0,24,,,,,
2020-02-23,Fitbit calorie adjustment,Cardio,-559.0,1,,,,,
2020-02-24,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,872.0,61,,,,,
2020-02-24,Fitbit calorie adjustment,Cardio,-530.0,1,,,,,
2020-02-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,938.0,75,,,,,
2020-02-25,Fitbit calorie adjustment,Cardio,-503.0,1,,,,,
2020-02-26,"Aerobics, general",Cardio,859.0,59,,,,,
2020-02-26,Fitbit calorie adjustment,Cardio,-527.0,1,,,,,
2020-02-27,"Aerobics, general",Cardio,1238.0,85,,,,,
2020-02-27,Fitbit calorie adjustment,Cardio,-587.0,1,,,,,
2020-02-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,909.0,75,,,,,
2020-02-28,Fitbit calorie adjustment,Cardio,-558.0,1,,,,,
2020-02-29,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,306.0,28,,,,,
2020-02-29,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4550.0,377,,,,,
2020-02-29,Fitbit calorie adjustment,Cardio,-970.0,1,,,,,
2020-03-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2357.0,185,,,,,
2020-03-01,Fitbit calorie adjustment,Cardio,-76.0,1,,,,,
2020-03-02,Fitbit calorie adjustment,Cardio,-486.0,1,,,,,
2020-03-03,Fitbit calorie adjustment,Cardio,-367.0,1,,,,,
2020-03-04,"Bicycling, 14-16 mph, vigorous (cycling, biking, bike riding)",Cardio,397.0,33,,,,,
2020-03-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1100.0,100,,,,,
2020-03-04,Fitbit calorie adjustment,Cardio,-263.0,1,,,,,
2020-03-05,Fitbit calorie adjustment,Cardio,-422.0,1,,,,,
2020-03-06,Fitbit calorie adjustment,Cardio,-506.0,1,,,,,
2020-03-07,Fitbit calorie adjustment,Cardio,-423.0,1,,,,,
2020-03-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3800.0,289,,,,,
2020-03-08,Fitbit calorie adjustment,Cardio,-518.0,1,,,,,
2020-03-09,"Aerobics, general",Cardio,590.0,45,,,,,
2020-03-09,Fitbit calorie adjustment,Cardio,-527.0,1,,,,,
2020-03-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1180.0,90,,,,,
2020-03-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,416.0,30,,,,,
2020-03-10,Fitbit calorie adjustment,Cardio,-682.0,1,,,,,
2020-03-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1700.0,126,,,,,
2020-03-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,429.0,28,,,,,
2020-03-11,Fitbit calorie adjustment,Cardio,-429.0,1,,,,,
2020-03-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1168.0,81,,,,,
2020-03-12,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,401.0,28,,,,,
2020-03-12,Fitbit calorie adjustment,Cardio,-711.0,1,,,,,
2020-03-13,Fitbit calorie adjustment,Cardio,-324.0,1,,,,,
2020-03-14,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1900.0,134,,,,,
2020-03-14,Fitbit calorie adjustment,Cardio,21.0,1,,,,,
2020-03-15,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2050.0,169,,,,,
2020-03-15,Fitbit calorie adjustment,Cardio,-369.0,1,,,,,
2020-03-16,Fitbit calorie adjustment,Cardio,-13.0,1,,,,,
2020-03-17,Fitbit calorie adjustment,Cardio,145.0,1,,,,,
2020-03-18,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,2080.0,142,,,,,
2020-03-18,Fitbit calorie adjustment,Cardio,-574.0,1,,,,,
2020-03-19,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,967.0,75,,,,,
2020-03-19,Fitbit calorie adjustment,Cardio,-753.0,1,,,,,
2020-03-20,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1024.0,75,,,,,
2020-03-20,Fitbit calorie adjustment,Cardio,-879.0,1,,,,,
2020-03-21,"Bicycling, >20 mph, racing (cycling, biking, bike riding)",Cardio,1078.0,90,,,,,
2020-03-21,Fitbit calorie adjustment,Cardio,-206.0,1,,,,,
2020-03-22,Fitbit calorie adjustment,Cardio,103.0,1,,,,,
2020-03-23,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2000.0,148,,,,,
2020-03-23,Fitbit calorie adjustment,Cardio,-614.0,1,,,,,
2020-03-24,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2600.0,187,,,,,
2020-03-24,Fitbit calorie adjustment,Cardio,-279.0,1,,,,,
2020-03-25,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1950.0,140,,,,,
2020-03-25,Fitbit calorie adjustment,Cardio,-393.0,1,,,,,
2020-03-26,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2010.0,144,,,,,
2020-03-26,Fitbit calorie adjustment,Cardio,-71.0,1,,,,,
2020-03-27,Fitbit calorie adjustment,Cardio,108.0,1,,,,,
2020-03-28,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,990.0,75,,,,,
2020-03-28,Fitbit calorie adjustment,Cardio,-15.0,1,,,,,
2020-03-29,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3200.0,245,,,,,
2020-03-29,Fitbit calorie adjustment,Cardio,-381.0,1,,,,,
2020-03-30,Fitbit calorie adjustment,Cardio,-363.0,1,,,,,
2020-03-31,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2300.0,163,,,,,
2020-03-31,Fitbit calorie adjustment,Cardio,-509.0,1,,,,,
2020-04-01,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2400.0,183,,,,,
2020-04-01,Fitbit calorie adjustment,Cardio,-636.0,1,,,,,
2020-04-02,Fitbit calorie adjustment,Cardio,-480.0,1,,,,,
2020-04-03,Fitbit calorie adjustment,Cardio,-61.0,1,,,,,
2020-04-04,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,3100.0,226,,,,,
2020-04-04,Fitbit calorie adjustment,Cardio,-805.0,1,,,,,
2020-04-05,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2550.0,223,,,,,
2020-04-05,Fitbit calorie adjustment,Cardio,-601.0,1,,,,,
2020-04-06,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,1885.0,143,,,,,
2020-04-06,Fitbit calorie adjustment,Cardio,-661.0,1,,,,,
2020-04-07,Fitbit calorie adjustment,Cardio,38.0,1,,,,,
2020-04-08,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2250.0,161,,,,,
2020-04-08,Fitbit calorie adjustment,Cardio,-394.0,1,,,,,
2020-04-09,Fitbit calorie adjustment,Cardio,14.0,1,,,,,
2020-04-10,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,4550.0,340,,,,,
2020-04-10,Fitbit calorie adjustment,Cardio,-813.0,1,,,,,
2020-04-11,"Bicycling, 16-20 mph, very fast (cycling, biking, bike riding)",Cardio,2818.0,210,,,,,
2020-04-11,Fitbit calorie adjustment,Cardio,-235.0,1,,,,,
2020-04-12,Fitbit calorie adjustment,Cardio,-253.0,1,,,,,
2020-04-13,"Bicycling, 10-12 mph, light (cycling, biking, bike riding)",Cardio,932.0,75,,,,,
2020-04-13,Fitbit calorie adjustment,Cardio,-364.0,1,,,,,
2020-04-14,"Bicycling, 12-14 mph, moderate (cycling, biking, bike riding)",Cardio,976.0,75,,,,,
